E /V	I /uA	E /V	I /uA	E /V	I /uA
0.670	-0.069	0.670	-0.051	0.670	0.002
0.669	-0.075	0.669	-0.055	0.669	0.003
0.669	-0.080	0.669	-0.061	0.669	-0.001
0.668	-0.074	0.668	-0.052	0.668	0.002
0.668	-0.070	0.668	-0.057	0.668	0.005
0.667	-0.070	0.667	-0.054	0.667	0.006
0.667	-0.087	0.667	-0.074	0.667	0.003
0.666	-0.100	0.666	-0.074	0.666	0.006
0.666	-0.069	0.666	-0.072	0.666	0.005
0.665	-0.098	0.665	-0.070	0.665	0.008
0.665	-0.089	0.665	-0.058	0.665	0.005
0.664	-0.072	0.664	-0.063	0.664	0.000
0.664	-0.086	0.664	-0.083	0.664	0.003
0.663	-0.066	0.663	-0.080	0.663	0.009
0.663	-0.084	0.663	-0.077	0.663	0.006
0.662	-0.078	0.662	-0.083	0.662	0.005
0.662	-0.054	0.662	-0.061	0.662	0.006
0.661	-0.051	0.661	-0.057	0.661	0.003
0.661	-0.063	0.661	-0.063	0.661	0.002
0.660	-0.069	0.660	-0.058	0.660	0.003
0.660	-0.061	0.660	-0.058	0.660	0.008
0.659	-0.074	0.659	-0.046	0.659	0.005
0.659	-0.107	0.659	-0.074	0.659	0.002
0.658	-0.084	0.658	-0.087	0.658	0.005
0.658	-0.087	0.658	-0.072	0.658	0.005
0.657	-0.054	0.657	-0.086	0.657	0.000
0.657	-0.069	0.657	-0.090	0.657	0.006
0.656	-0.078	0.656	-0.069	0.656	0.008
0.656	-0.077	0.656	-0.083	0.656	0.002
0.655	-0.092	0.655	-0.080	0.655	0.005
0.655	-0.097	0.655	-0.078	0.655	0.005
0.654	-0.090	0.654	-0.060	0.654	0.005
0.654	-0.098	0.654	-0.061	0.654	0.008
0.653	-0.087	0.653	-0.061	0.653	0.003
0.653	-0.090	0.653	-0.064	0.653	0.002
0.652	-0.095	0.652	-0.089	0.652	0.003
0.652	-0.081	0.652	-0.080	0.652	0.000
0.651	-0.090	0.651	-0.080	0.651	-0.001
0.651	-0.063	0.651	-0.055	0.651	0.002
0.650	-0.080	0.650	-0.087	0.650	0.000
0.650	-0.093	0.650	-0.086	0.650	0.006
0.649	-0.093	0.649	-0.077	0.649	0.006
0.649	-0.078	0.649	-0.086	0.649	0.006
0.648	-0.072	0.648	-0.090	0.648	0.000
0.648	-0.072	0.648	-0.104	0.648	0.008
0.647	-0.066	0.647	-0.083	0.647	0.003
0.647	-0.083	0.647	-0.084	0.647	0.000
0.646	-0.072	0.646	-0.063	0.646	0.002
0.646	-0.101	0.646	-0.070	0.646	0.009
0.645	-0.095	0.645	-0.077	0.645	0.008
0.645	-0.100	0.645	-0.069	0.645	0.000
0.644	-0.077	0.644	-0.067	0.644	0.000
0.644	-0.077	0.644	-0.061	0.644	0.005
0.643	-0.092	0.643	-0.072	0.643	-0.008
0.643	-0.107	0.643	-0.086	0.643	0.000
0.642	-0.121	0.642	-0.098	0.642	0.005
0.642	-0.070	0.642	-0.097	0.642	0.006
0.641	-0.084	0.641	-0.095	0.641	0.005
0.641	-0.083	0.641	-0.092	0.641	0.002
0.640	-0.095	0.640	-0.075	0.640	0.000
0.640	-0.098	0.640	-0.081	0.640	0.002
0.639	-0.092	0.639	-0.077	0.639	0.000
0.639	-0.077	0.639	-0.083	0.639	0.005
0.638	-0.084	0.638	-0.070	0.638	0.006
0.638	-0.093	0.638	-0.075	0.638	0.005
0.637	-0.100	0.637	-0.077	0.637	0.005
0.637	-0.083	0.637	-0.080	0.637	0.002
0.636	-0.101	0.636	-0.084	0.636	0.005
0.636	-0.090	0.636	-0.101	0.636	0.006
0.635	-0.104	0.635	-0.081	0.635	0.003
0.635	-0.093	0.635	-0.075	0.635	0.005
0.634	-0.110	0.634	-0.098	0.634	0.003
0.634	-0.103	0.634	-0.098	0.634	0.008
0.633	-0.116	0.633	-0.090	0.633	0.008
0.633	-0.107	0.633	-0.081	0.633	0.000
0.632	-0.115	0.632	-0.092	0.632	0.000
0.632	-0.092	0.632	-0.101	0.632	0.003
0.631	-0.080	0.631	-0.097	0.631	0.008
0.631	-0.083	0.631	-0.101	0.631	0.003
0.630	-0.080	0.630	-0.092	0.630	0.002
0.630	-0.084	0.630	-0.075	0.630	0.006
0.629	-0.103	0.629	-0.098	0.629	0.003
0.629	-0.086	0.629	-0.120	0.629	0.006
0.628	-0.106	0.628	-0.101	0.628	0.002
0.628	-0.115	0.628	-0.072	0.628	0.009
0.627	-0.095	0.627	-0.072	0.627	0.002
0.627	-0.097	0.627	-0.092	0.627	0.003
0.626	-0.080	0.626	-0.086	0.626	0.002
0.626	-0.090	0.626	-0.093	0.626	0.003
0.625	-0.087	0.625	-0.084	0.625	0.008
0.625	-0.092	0.625	-0.100	0.625	0.002
0.625	-0.081	0.625	-0.095	0.625	-0.001
0.624	-0.093	0.624	-0.100	0.624	0.017
0.624	-0.098	0.624	-0.089	0.624	0.005
0.623	-0.104	0.623	-0.081	0.623	-0.005
0.623	-0.126	0.623	-0.110	0.623	-0.001
0.622	-0.107	0.622	-0.097	0.622	0.002
0.622	-0.086	0.622	-0.087	0.622	0.002
0.621	-0.092	0.621	-0.103	0.621	0.006
0.621	-0.083	0.621	-0.100	0.621	0.002
0.620	-0.104	0.620	-0.123	0.620	0.003
0.620	-0.087	0.620	-0.077	0.620	0.003
0.619	-0.104	0.619	-0.086	0.619	0.002
0.619	-0.100	0.619	-0.101	0.619	0.009
0.618	-0.078	0.618	-0.116	0.618	0.003
0.618	-0.093	0.618	-0.103	0.618	0.002
0.617	-0.103	0.617	-0.100	0.617	0.008
0.617	-0.113	0.617	-0.093	0.617	0.000
0.616	-0.121	0.616	-0.081	0.616	0.006
0.616	-0.123	0.616	-0.084	0.616	0.005
0.615	-0.110	0.615	-0.070	0.615	0.006
0.615	-0.120	0.615	-0.084	0.615	0.005
0.614	-0.110	0.614	-0.089	0.614	0.008
0.614	-0.112	0.614	-0.104	0.614	0.003
0.613	-0.100	0.613	-0.133	0.613	0.006
0.613	-0.098	0.613	-0.113	0.613	0.003
0.612	-0.107	0.612	-0.078	0.612	0.000
0.612	-0.112	0.612	-0.097	0.612	0.008
0.611	-0.103	0.611	-0.116	0.611	0.005
0.611	-0.100	0.611	-0.115	0.611	0.015
0.610	-0.116	0.610	-0.097	0.610	0.006
0.610	-0.136	0.610	-0.097	0.610	0.002
0.609	-0.115	0.609	-0.086	0.609	0.003
0.609	-0.113	0.609	-0.116	0.609	0.005
0.608	-0.126	0.608	-0.115	0.608	0.011
0.608	-0.133	0.608	-0.116	0.608	-0.001
0.607	-0.095	0.607	-0.103	0.607	0.005
0.607	-0.104	0.607	-0.118	0.607	0.009
0.606	-0.077	0.606	-0.097	0.606	0.006
0.606	-0.106	0.606	-0.104	0.606	0.008
0.605	-0.132	0.605	-0.097	0.605	0.003
0.605	-0.110	0.605	-0.084	0.605	0.003
0.604	-0.095	0.604	-0.087	0.604	0.005
0.604	-0.107	0.604	-0.092	0.604	0.005
0.603	-0.116	0.603	-0.075	0.603	0.006
0.603	-0.118	0.603	-0.078	0.603	0.002
0.602	-0.104	0.602	-0.087	0.602	0.008
0.602	-0.084	0.602	-0.083	0.602	0.006
0.601	-0.107	0.601	-0.087	0.601	0.000
0.601	-0.129	0.601	-0.092	0.601	0.000
0.600	-0.113	0.600	-0.110	0.600	0.006
0.600	-0.110	0.600	-0.095	0.600	0.003
0.599	-0.113	0.599	-0.120	0.599	0.000
0.599	-0.093	0.599	-0.098	0.599	0.003
0.598	-0.092	0.598	-0.110	0.598	0.005
0.598	-0.109	0.598	-0.113	0.598	-0.001
0.597	-0.100	0.597	-0.112	0.597	0.002
0.597	-0.121	0.597	-0.123	0.597	0.003
0.596	-0.132	0.596	-0.118	0.596	0.002
0.596	-0.118	0.596	-0.104	0.596	0.003
0.595	-0.116	0.595	-0.130	0.595	0.002
0.595	-0.101	0.595	-0.130	0.595	0.002
0.594	-0.141	0.594	-0.112	0.594	0.006
0.594	-0.129	0.594	-0.129	0.594	0.003
0.593	-0.118	0.593	-0.121	0.593	0.003
0.593	-0.077	0.593	-0.136	0.593	0.002
0.592	-0.097	0.592	-0.109	0.592	0.006
0.592	-0.130	0.592	-0.120	0.592	0.002
0.591	-0.121	0.591	-0.116		
0.591	-0.139	0.591	-0.132		
0.590	-0.124	0.590	-0.095		
0.590	-0.132	0.590	-0.112		
0.589	-0.090	0.589	-0.086		
0.589	-0.106	0.589	-0.106		
0.588	-0.107	0.588	-0.101		
0.588	-0.120	0.588	-0.132		
0.587	-0.107	0.587	-0.112		
0.587	-0.138	0.587	-0.126		
0.586	-0.143	0.586	-0.139		
0.586	-0.116	0.586	-0.107		
0.585	-0.141	0.585	-0.161		
0.585	-0.153	0.585	-0.112		
0.584	-0.135	0.584	-0.118		
0.584	-0.129	0.584	-0.107		
0.583	-0.138	0.583	-0.106		
0.583	-0.135	0.583	-0.101		
0.582	-0.090	0.582	-0.109		
0.582	-0.103	0.582	-0.089		
0.581	-0.132	0.581	-0.101		
0.581	-0.136	0.581	-0.146		
0.580	-0.116	0.580	-0.115		
0.580	-0.118	0.580	-0.135		
0.579	-0.101	0.579	-0.135		
0.579	-0.152	0.579	-0.089		
0.578	-0.098	0.578	-0.098		
0.578	-0.092	0.578	-0.097		
0.577	-0.104	0.577	-0.144		
0.577	-0.109	0.577	-0.166		
0.576	-0.116	0.576	-0.123		
0.576	-0.146	0.576	-0.121		
0.575	-0.156	0.575	-0.129		
0.575	-0.147	0.575	-0.109		
0.574	-0.153	0.574	-0.127		
0.574	-0.129	0.574	-0.138		
0.573	-0.124	0.573	-0.153		
0.573	-0.106	0.573	-0.126		
0.572	-0.120	0.572	-0.089		
0.572	-0.115	0.572	-0.103		
0.571	-0.120	0.571	-0.135		
0.571	-0.143	0.571	-0.159		
0.570	-0.136	0.570	-0.141		
0.570	-0.130	0.570	-0.141		
0.569	-0.118	0.569	-0.143		
0.569	-0.112	0.569	-0.136		
0.568	-0.101	0.568	-0.141		
0.568	-0.110	0.568	-0.162		
0.567	-0.144	0.567	-0.149		
0.567	-0.127	0.567	-0.127		
0.566	-0.129	0.566	-0.136		
0.566	-0.126	0.566	-0.136		
0.565	-0.166	0.565	-0.144		
0.565	-0.113	0.565	-0.135		
0.564	-0.135	0.564	-0.101		
0.564	-0.167	0.564	-0.106		
0.563	-0.135	0.563	-0.118		
0.563	-0.152	0.563	-0.132		
0.562	-0.100	0.562	-0.106		
0.561	-0.149	0.561	-0.129		
0.561	-0.172	0.561	-0.150		
0.560	-0.164	0.560	-0.152		
0.560	-0.115	0.560	-0.143		
0.559	-0.109	0.559	-0.153		
0.559	-0.146	0.559	-0.127		
0.558	-0.112	0.558	-0.135		
0.558	-0.121	0.558	-0.141		
0.557	-0.132	0.557	-0.147		
0.557	-0.100	0.557	-0.144		
0.556	-0.136	0.556	-0.093		
0.556	-0.156	0.556	-0.127		
0.555	-0.167	0.555	-0.129		
0.555	-0.132	0.555	-0.118		
0.554	-0.133	0.554	-0.104		
0.554	-0.092	0.554	-0.155		
0.553	-0.143	0.553	-0.136		
0.553	-0.150	0.553	-0.113		
0.552	-0.173	0.552	-0.112		
0.552	-0.162	0.552	-0.112		
0.551	-0.172	0.551	-0.152		
0.551	-0.133	0.551	-0.135		
0.550	-0.130	0.550	-0.167		
0.550	-0.107	0.550	-0.141		
0.549	-0.115	0.549	-0.129		
0.549	-0.129	0.549	-0.110		
0.548	-0.132	0.548	-0.132		
0.548	-0.104	0.548	-0.144		
0.547	-0.124	0.547	-0.158		
0.547	-0.113	0.547	-0.169		
0.546	-0.178	0.546	-0.155		
0.546	-0.155	0.546	-0.115		
0.545	-0.162	0.545	-0.104		
0.545	-0.190	0.545	-0.132		
0.544	-0.146	0.544	-0.129		
0.544	-0.118	0.544	-0.164		
0.543	-0.133	0.543	-0.169		
0.543	-0.141	0.543	-0.178		
0.542	-0.193	0.542	-0.178		
0.542	-0.172	0.542	-0.166		
0.541	-0.173	0.541	-0.189		
0.541	-0.106	0.541	-0.138		
0.540	-0.121	0.540	-0.149		
0.540	-0.143	0.540	-0.162		
0.539	-0.164	0.539	-0.144		
0.539	-0.118	0.539	-0.169		
0.538	-0.141	0.538	-0.192		
0.538	-0.172	0.538	-0.158		
0.537	-0.159	0.537	-0.166		
0.537	-0.139	0.537	-0.169		
0.536	-0.152	0.536	-0.158		
0.536	-0.141	0.536	-0.126		
0.535	-0.141	0.535	-0.097		
0.535	-0.103	0.535	-0.112		
0.534	-0.138	0.534	-0.143		
0.534	-0.169	0.534	-0.172		
0.533	-0.172	0.533	-0.133		
0.533	-0.162	0.533	-0.124		
0.532	-0.193	0.532	-0.164		
0.532	-0.201	0.532	-0.176		
0.531	-0.124	0.531	-0.161		
0.531	-0.166	0.531	-0.187		
0.530	-0.155	0.530	-0.153		
0.530	-0.162	0.530	-0.185		
0.529	-0.169	0.529	-0.116		
0.529	-0.181	0.529	-0.161		
0.528	-0.176	0.528	-0.141		
0.528	-0.182	0.528	-0.129		
0.527	-0.153	0.527	-0.129		
0.527	-0.146	0.527	-0.141		
0.526	-0.129	0.526	-0.149		
0.526	-0.195	0.526	-0.135		
0.525	-0.173	0.525	-0.146		
0.525	-0.179	0.525	-0.166		
0.524	-0.175	0.524	-0.143		
0.524	-0.150	0.524	-0.149		
0.523	-0.164	0.523	-0.172		
0.523	-0.127	0.523	-0.198		
0.522	-0.150	0.522	-0.231		
0.522	-0.132	0.522	-0.198		
0.521	-0.161	0.521	-0.184		
0.521	-0.178	0.521	-0.130		
0.520	-0.190	0.520	-0.118		
0.520	-0.198	0.520	-0.133		
0.519	-0.155	0.519	-0.167		
0.519	-0.135	0.519	-0.205		
0.518	-0.149	0.518	-0.170		
0.518	-0.146	0.518	-0.189		
0.517	-0.192	0.517	-0.170		
0.517	-0.201	0.517	-0.169		
0.516	-0.136	0.516	-0.138		
0.516	-0.155	0.516	-0.132		
0.515	-0.127	0.515	-0.139		
0.515	-0.118	0.515	-0.184		
0.514	-0.143	0.514	-0.173		
0.514	-0.175	0.514	-0.199		
0.513	-0.162	0.513	-0.207		
0.513	-0.192	0.513	-0.190		
0.512	-0.178	0.512	-0.196		
0.512	-0.198	0.512	-0.178		
0.511	-0.155	0.511	-0.141		
0.511	-0.143	0.511	-0.170		
0.510	-0.169	0.510	-0.192		
0.510	-0.204	0.510	-0.219		
0.509	-0.162	0.509	-0.218		
0.509	-0.169	0.509	-0.158		
0.508	-0.164	0.508	-0.144		
0.508	-0.193	0.508	-0.167		
0.507	-0.162	0.507	-0.167		
0.507	-0.161	0.507	-0.150		
0.506	-0.136	0.506	-0.141		
0.506	-0.199	0.506	-0.159		
0.505	-0.170	0.505	-0.158		
0.505	-0.218	0.505	-0.208		
0.504	-0.202	0.504	-0.192		
0.504	-0.208	0.504	-0.196		
0.503	-0.182	0.503	-0.167		
0.503	-0.185	0.503	-0.173		
0.502	-0.224	0.502	-0.216		
0.502	-0.208	0.502	-0.212		
0.501	-0.182	0.501	-0.202		
0.501	-0.218	0.501	-0.192		
0.500	-0.224	0.500	-0.215		
0.500	-0.196	0.500	-0.212		
0.500	-0.222	0.500	-0.230		
0.499	-0.222	0.499	-0.210		
0.498	-0.156	0.498	-0.239		
0.498	-0.170	0.498	-0.208		
0.497	-0.198	0.497	-0.198		
0.497	-0.173	0.497	-0.210		
0.496	-0.166	0.496	-0.179		
0.496	-0.213	0.496	-0.169		
0.495	-0.215	0.495	-0.205		
0.495	-0.182	0.495	-0.218		
0.494	-0.181	0.494	-0.202		
0.494	-0.181	0.494	-0.207		
0.493	-0.159	0.493	-0.233		
0.493	-0.219	0.493	-0.244		
0.492	-0.190	0.492	-0.224		
0.492	-0.208	0.492	-0.182		
0.491	-0.190	0.491	-0.176		
0.491	-0.222	0.491	-0.175		
0.490	-0.176	0.490	-0.193		
0.490	-0.178	0.490	-0.212		
0.489	-0.215	0.489	-0.205		
0.489	-0.253	0.489	-0.213		
0.488	-0.256	0.488	-0.178		
0.488	-0.256	0.488	-0.216		
0.487	-0.238	0.487	-0.212		
0.487	-0.201	0.487	-0.195		
0.486	-0.253	0.486	-0.193		
0.486	-0.192	0.486	-0.222		
0.485	-0.212	0.485	-0.259		
0.485	-0.153	0.485	-0.216		
0.484	-0.193	0.484	-0.250		
0.484	-0.198	0.484	-0.262		
0.483	-0.230	0.483	-0.184		
0.483	-0.189	0.483	-0.216		
0.482	-0.256	0.482	-0.212		
0.482	-0.231	0.482	-0.199		
0.481	-0.182	0.481	-0.253		
0.481	-0.175	0.481	-0.247		
0.480	-0.241	0.480	-0.235		
0.480	-0.212	0.480	-0.227		
0.479	-0.224	0.479	-0.176		
0.479	-0.262	0.479	-0.202		
0.478	-0.245	0.478	-0.224		
0.478	-0.187	0.478	-0.187		
0.477	-0.231	0.477	-0.190		
0.477	-0.248	0.477	-0.222		
0.476	-0.276	0.476	-0.236		
0.476	-0.278	0.476	-0.185		
0.475	-0.242	0.475	-0.261		
0.475	-0.216	0.475	-0.247		
0.474	-0.235	0.474	-0.241		
0.474	-0.212	0.474	-0.201		
0.473	-0.235	0.473	-0.248		
0.473	-0.212	0.473	-0.285		
0.472	-0.256	0.472	-0.253		
0.472	-0.259	0.472	-0.198		
0.471	-0.248	0.471	-0.219		
0.471	-0.242	0.471	-0.264		
0.470	-0.207	0.470	-0.241		
0.470	-0.284	0.470	-0.267		
0.469	-0.221	0.469	-0.254		
0.469	-0.285	0.469	-0.238		
0.469	-0.271	0.469	-0.254		
0.468	-0.250	0.468	-0.248		
0.468	-0.268	0.468	-0.212		
0.467	-0.274	0.467	-0.235		
0.467	-0.239	0.467	-0.238		
0.466	-0.238	0.466	-0.222		
0.466	-0.248	0.466	-0.219		
0.465	-0.254	0.465	-0.268		
0.465	-0.219	0.465	-0.239		
0.464	-0.185	0.464	-0.216		
0.464	-0.210	0.464	-0.259		
0.463	-0.258	0.463	-0.208		
0.463	-0.276	0.463	-0.284		
0.462	-0.215	0.462	-0.285		
0.462	-0.265	0.462	-0.285		
0.461	-0.268	0.461	-0.244		
0.461	-0.290	0.461	-0.273		
0.460	-0.281	0.460	-0.262		
0.460	-0.251	0.460	-0.288		
0.459	-0.250	0.459	-0.287		
0.459	-0.253	0.459	-0.282		
0.458	-0.239	0.458	-0.302		
0.458	-0.236	0.458	-0.279		
0.457	-0.288	0.457	-0.261		
0.457	-0.262	0.457	-0.290		
0.456	-0.271	0.456	-0.264		
0.456	-0.265	0.456	-0.242		
0.455	-0.264	0.455	-0.251		
0.455	-0.305	0.455	-0.261		
0.454	-0.293	0.454	-0.242		
0.454	-0.305	0.454	-0.238		
0.453	-0.235	0.453	-0.253		
0.453	-0.213	0.453	-0.242		
0.452	-0.218	0.452	-0.276		
0.452	-0.228	0.452	-0.274		
0.451	-0.267	0.451	-0.242		
0.451	-0.270	0.451	-0.305		
0.450	-0.278	0.450	-0.278		
0.450	-0.235	0.450	-0.259		
0.449	-0.276	0.449	-0.262		
0.449	-0.274	0.449	-0.279		
0.448	-0.320	0.448	-0.251		
0.448	-0.307	0.448	-0.285		
0.447	-0.242	0.447	-0.281		
0.447	-0.271	0.447	-0.305		
0.446	-0.313	0.446	-0.340		
0.446	-0.301	0.446	-0.316		
0.445	-0.331	0.445	-0.262		
0.445	-0.307	0.445	-0.265		
0.444	-0.274	0.444	-0.271		
0.444	-0.282	0.444	-0.244		
0.443	-0.296	0.443	-0.262		
0.443	-0.320	0.443	-0.282		
0.442	-0.317	0.442	-0.274		
0.442	-0.282	0.442	-0.265		
0.441	-0.265	0.441	-0.265		
0.441	-0.284	0.441	-0.311		
0.440	-0.322	0.440	-0.347		
0.440	-0.313	0.440	-0.324		
0.439	-0.230	0.439	-0.278		
0.439	-0.278	0.439	-0.304		
0.438	-0.297	0.438	-0.294		
0.438	-0.290	0.438	-0.281		
0.437	-0.305	0.437	-0.305		
0.436	-0.339	0.436	-0.293		
0.436	-0.297	0.436	-0.288		
0.435	-0.337	0.435	-0.294		
0.435	-0.308	0.435	-0.259		
0.434	-0.365	0.434	-0.284		
0.434	-0.334	0.434	-0.244		
0.433	-0.330	0.433	-0.293		
0.433	-0.297	0.433	-0.256		
0.432	-0.297	0.432	-0.287		
0.432	-0.297	0.432	-0.307		
0.431	-0.278	0.431	-0.308		
0.431	-0.268	0.431	-0.247		
0.430	-0.254	0.430	-0.253		
0.430	-0.264	0.430	-0.302		
0.429	-0.299	0.429	-0.253		
0.429	-0.311	0.429	-0.256		
0.428	-0.271	0.428	-0.253		
0.428	-0.291	0.428	-0.296		
0.427	-0.304	0.427	-0.279		
0.427	-0.253	0.427	-0.287		
0.426	-0.327	0.426	-0.276		
0.426	-0.304	0.426	-0.268		
0.425	-0.284	0.425	-0.267		
0.425	-0.267	0.425	-0.290		
0.424	-0.281	0.424	-0.328		
0.424	-0.241	0.424	-0.267		
0.423	-0.225	0.423	-0.271		
0.423	-0.262	0.423	-0.287		
0.422	-0.281	0.422	-0.284		
0.422	-0.304	0.422	-0.248		
0.421	-0.262	0.421	-0.317		
0.421	-0.287	0.421	-0.290		
0.420	-0.268	0.420	-0.251		
0.420	-0.278	0.420	-0.242		
0.419	-0.314	0.419	-0.242		
0.419	-0.305	0.419	-0.242		
0.418	-0.325	0.418	-0.297		
0.418	-0.281	0.418	-0.322		
0.417	-0.301	0.417	-0.265		
0.417	-0.333	0.417	-0.278		
0.416	-0.287	0.416	-0.265		
0.416	-0.282	0.416	-0.261		
0.415	-0.281	0.415	-0.313		
0.415	-0.339	0.415	-0.282		
0.414	-0.334	0.414	-0.224		
0.414	-0.250	0.414	-0.221		
0.413	-0.251	0.413	-0.238		
0.413	-0.254	0.413	-0.270		
0.412	-0.236	0.412	-0.302		
0.412	-0.307	0.412	-0.285		
0.411	-0.250	0.411	-0.239		
0.411	-0.282	0.411	-0.316		
0.410	-0.236	0.410	-0.305		
0.410	-0.242	0.410	-0.293		
0.409	-0.287	0.409	-0.299		
0.409	-0.278	0.409	-0.256		
0.408	-0.248	0.408	-0.256		
0.408	-0.268	0.408	-0.296		
0.407	-0.276	0.407	-0.245		
0.407	-0.268	0.407	-0.299		
0.406	-0.293	0.406	-0.288		
0.406	-0.285	0.406	-0.254		
0.406	-0.278	0.406	-0.288		
0.405	-0.278	0.405	-0.317		
0.405	-0.236	0.405	-0.254		
0.404	-0.258	0.404	-0.250		
0.404	-0.261	0.404	-0.271		
0.403	-0.262	0.403	-0.270		
0.403	-0.282	0.403	-0.294		
0.402	-0.230	0.402	-0.251		
0.402	-0.288	0.402	-0.238		
0.401	-0.299	0.401	-0.230		
0.401	-0.279	0.401	-0.235		
0.400	-0.314	0.400	-0.273		
0.400	-0.276	0.400	-0.245		
0.399	-0.282	0.399	-0.238		
0.399	-0.258	0.399	-0.244		
0.398	-0.276	0.398	-0.212		
0.398	-0.284	0.398	-0.261		
0.397	-0.284	0.397	-0.242		
0.397	-0.233	0.397	-0.210		
0.396	-0.241	0.396	-0.268		
0.396	-0.213	0.396	-0.297		
0.395	-0.227	0.395	-0.284		
0.395	-0.265	0.395	-0.276		
0.394	-0.282	0.394	-0.313		
0.394	-0.281	0.394	-0.241		
0.393	-0.242	0.393	-0.248		
0.393	-0.291	0.393	-0.202		
0.392	-0.256	0.392	-0.179		
0.392	-0.251	0.392	-0.224		
0.391	-0.210	0.391	-0.189		
0.391	-0.219	0.391	-0.235		
0.390	-0.244	0.390	-0.236		
0.390	-0.271	0.390	-0.305		
0.389	-0.273	0.389	-0.228		
0.389	-0.256	0.389	-0.245		
0.388	-0.293	0.388	-0.261		
0.388	-0.258	0.388	-0.238		
0.387	-0.228	0.387	-0.208		
0.387	-0.228	0.387	-0.207		
0.386	-0.241	0.386	-0.185		
0.386	-0.284	0.386	-0.182		
0.385	-0.258	0.385	-0.205		
0.385	-0.258	0.385	-0.207		
0.384	-0.264	0.384	-0.241		
0.384	-0.261	0.384	-0.192		
0.383	-0.253	0.383	-0.238		
0.383	-0.268	0.383	-0.256		
0.382	-0.219	0.382	-0.207		
0.382	-0.201	0.382	-0.204		
0.381	-0.208	0.381	-0.185		
0.381	-0.251	0.381	-0.235		
0.380	-0.228	0.380	-0.215		
0.380	-0.196	0.380	-0.221		
0.379	-0.208	0.379	-0.267		
0.379	-0.156	0.379	-0.278		
0.378	-0.170	0.378	-0.184		
0.378	-0.216	0.378	-0.176		
0.377	-0.228	0.377	-0.185		
0.377	-0.259	0.377	-0.215		
0.376	-0.238	0.376	-0.238		
0.376	-0.231	0.376	-0.215		
0.375	-0.221	0.375	-0.202		
0.375	-0.218	0.375	-0.225		
0.374	-0.193	0.374	-0.199		
0.373	-0.205	0.373	-0.173		
0.373	-0.205	0.373	-0.185		
0.372	-0.221	0.372	-0.207		
0.372	-0.248	0.372	-0.195		
0.371	-0.196	0.371	-0.208		
0.371	-0.235	0.371	-0.238		
0.370	-0.210	0.370	-0.190		
0.370	-0.225	0.370	-0.152		
0.369	-0.208	0.369	-0.248		
0.369	-0.182	0.369	-0.202		
0.368	-0.195	0.368	-0.224		
0.368	-0.182	0.368	-0.192		
0.367	-0.175	0.367	-0.173		
0.367	-0.198	0.367	-0.178		
0.366	-0.247	0.366	-0.139		
0.366	-0.225	0.366	-0.172		
0.365	-0.230	0.365	-0.176		
0.365	-0.187	0.365	-0.228		
0.364	-0.195	0.364	-0.164		
0.364	-0.219	0.364	-0.178		
0.363	-0.221	0.363	-0.175		
0.363	-0.215	0.363	-0.179		
0.362	-0.196	0.362	-0.185		
0.362	-0.230	0.362	-0.222		
0.361	-0.169	0.361	-0.181		
0.361	-0.184	0.361	-0.205		
0.360	-0.199	0.360	-0.178		
0.360	-0.149	0.360	-0.152		
0.359	-0.199	0.359	-0.195		
0.359	-0.238	0.359	-0.144		
0.358	-0.196	0.358	-0.150		
0.358	-0.189	0.358	-0.158		
0.357	-0.184	0.357	-0.150		
0.357	-0.189	0.357	-0.170		
0.356	-0.175	0.356	-0.219		
0.356	-0.135	0.356	-0.179		
0.355	-0.144	0.355	-0.132		
0.355	-0.169	0.355	-0.112		
0.354	-0.210	0.354	-0.164		
0.354	-0.164	0.354	-0.155		
0.353	-0.166	0.353	-0.166		
0.353	-0.182	0.353	-0.187		
0.352	-0.231	0.352	-0.159		
0.352	-0.155	0.352	-0.135		
0.351	-0.156	0.351	-0.156		
0.351	-0.130	0.351	-0.138		
0.350	-0.138	0.350	-0.159		
0.350	-0.176	0.350	-0.173		
0.349	-0.173	0.349	-0.182		
0.349	-0.212	0.349	-0.150		
0.348	-0.156	0.348	-0.095		
0.348	-0.156	0.348	-0.126		
0.347	-0.120	0.347	-0.106		
0.347	-0.123	0.347	-0.130		
0.346	-0.100	0.346	-0.132		
0.346	-0.093	0.346	-0.155		
0.345	-0.139	0.345	-0.187		
0.345	-0.139	0.345	-0.201		
0.344	-0.139	0.344	-0.166		
0.344	-0.146	0.344	-0.190		
0.344	-0.179	0.344	-0.127		
0.343	-0.159	0.343	-0.147		
0.343	-0.170	0.343	-0.136		
0.342	-0.158	0.342	-0.103		
0.342	-0.159	0.342	-0.176		
0.341	-0.149	0.341	-0.156		
0.341	-0.139	0.341	-0.149		
0.340	-0.136	0.340	-0.127		
0.340	-0.121	0.340	-0.092		
0.339	-0.138	0.339	-0.130		
0.339	-0.136	0.339	-0.127		
0.338	-0.129	0.338	-0.130		
0.338	-0.112	0.338	-0.130		
0.337	-0.156	0.337	-0.175		
0.337	-0.143	0.337	-0.130		
0.336	-0.130	0.336	-0.133		
0.336	-0.112	0.336	-0.156		
0.335	-0.120	0.335	-0.098		
0.335	-0.150	0.335	-0.095		
0.334	-0.113	0.334	-0.116		
0.334	-0.139	0.334	-0.123		
0.333	-0.100	0.333	-0.143		
0.333	-0.132	0.333	-0.136		
